year,sentence_id,actor,predicate,negotiation_point,predicate_type
2006,315,NORWAY,announced its intention to host,a non-UNFCCC technical meeting on emissions from aviation and maritime transport in October 2007,support
2006,335,INDIA,were uncomfortable with drafting a future work programme,drafting a future work programme,opposition
2006,338,INDIA,agreement on,a strategy for reviewing the New Delhi work programme,support
2006,338,INDIA,an invitation for parties to submit their views on,a possible framework for a new Convention Article 6 implementation work programme that may succeed the New Delhi work programme,support
2006,340,SBI,invites,a possible framework for a new implementation work programme that may succeed the New Delhi work programme,other
2006,347,CROATIA,submission on establishing base year greenhouse gas emissions,establishing base year greenhouse gas emissions in accordance with UNFCCC Article 4,other
2006,349,EUROPEAN UNION,noted that the decision does not affect,Croatia’s baseline for the purposes of implementation of Protocol Article 3,other
2006,352,CROATIA,notes Croatia’s special circumstances,Croatia’s special circumstances,other
2006,353,CROATIA,shall be allowed to add,3,support
2006,358,G-77/CHINA,urged progress on,adaptation and improving the geographical distribution of CDM projects,support
2006,371,EUROPEAN UNION,stressed that,action by Annex I parties would not be sufficient to tackle climate change,other
2006,389,G-77/CHINA,wanted,the second review to be in four to five years,support
2006,392,UMBRELLA GROUP,to agree to the text,the text,support
2006,395,EUROPEAN UNION,praised it,an important result,support
2006,398,RUSSIA,PROPOSAL TO DEVELOP PROCEDURES TO APPROVE VOLUNTARY COMMITMENTS,VOLUNTARY COMMITMENTS,support
2006,401,RUSSIA,proposal,procedures for the approval of voluntary commitments,support
2006,402,RUSSIA,called for,a COP/MOP decision entrusting the SBI to develop such procedures,support
2006,403,EUROPEAN UNION,said the proposal deserved further consideration,the proposal,support
2006,403,CANADA,said the proposal deserved further consideration,the proposal,support
2006,404,GHANA,asked,consult with parties informally on how to proceed,other
2006,410,parties,reaffirmed the importance of,the issue of voluntary commitments,support
2006,410,parties,stressed that the current practice whereby parties’ requests to undertake voluntary commitments remain unanswered is unacceptable,the current practice whereby parties’ requests to undertake voluntary commitments remain unanswered,opposition
2006,410,parties,stressed that the current practice... impinges on those parties’ sovereign rights,the current practice whereby parties’ requests to undertake voluntary commitments remain unanswered,opposition
2006,414,RUSSIA,invites ... to further elaborate on its proposal,its proposal,other
2006,422,BRAZIL,expressed fears,such technology could massively impact the current CDM portfolio,other
2006,423,AOSIS,was equally concerned about,the technical uncertainties surrounding CCS,other
2006,429,EUROPEAN UNION,had concerns about,creating a “perverse incentive” by crediting this fuel switching via acknowledgement of avoided deforestation,other
2006,459,USA,urges parties to make contributions,contributions to the Trust Fund for Supplementary Activities to fund JI in the 2006-2007 biennium,support
2006,466,EUROPEAN UNION,was sensitive to,the funding request,other
2006,481,JAPAN,expressed concerns,cost issues relating to the ITL,opposition
2006,488,NETHERLANDS,coordinated,informal consultations,other
2006,488,BAHAMAS,coordinated,informal consultations,other
2006,494,UK,noted,equitable geographic distribution was already being addressed under CDM discussions,other
2006,509,G-77/CHINA,proposed,a set of principles,support
2006,510,CANADA,highlighted,a country-driven approach,other
2006,511,EUROPEAN UNION,underscored synergies,the Fund’s management,support
2006,512,SOUTH AFRICA,said the Fund should ensure,decentralized access,support
2006,529,SWEDEN,coordinated,informal consultations,other
2006,529,UNITED ARAB EMIRATES (UAE),coordinated,informal consultations,other
2006,537,BELARUS,PROPOSAL FROM BELARUS TO AMEND,ANNEX B OF THE PROTOCOL,support
2006,538,BELARUS,proposal to add,Belarus to Annex B,support
2006,540,BELARUS,proposed,emissions target,support
2006,555,BELARUS,adopts the amendment adding,Belarus to Annex B,support
2006,556,BELARUS,welcomes the decision of Belarus not to account for anthropogenic greenhouse gas emissions by sources and removals by sinks resulting from forest management under Article 3,not to account for anthropogenic greenhouse gas emissions by sources and removals by sinks resulting from forest management under Article 3,support
2006,557,BELARUS,welcomes the fact that Belarus will use any revenue generated under emissions trading for further greenhouse gas abatement measures,use any revenue generated under emissions trading for further greenhouse gas abatement measures,support
2006,570,BRAZIL,proposal,a new paragraph inviting parties to submit their views on the issue by 23 February 2007,support
2006,584,CHINA,supported issuing,the credits to the host government account rather than to another institution,support
2006,584,CHINA,supported,the credits be used to fund 'other activities beneficial to the global environment',support
2006,598,ITALIA,at the request of,the item was originally placed on the SBSTA 24 agenda,support
2006,602,ITALIA,resulting from,forest management under Protocol Article 3,other
2006,617,GERMANY,hoped,the EU would reduce emissions by 30% by 2020 compared to 1990 levels,support
2006,618,USA,stressed the need,better link climate goals with “more immediate” socioeconomic goals,support
2006,619,MEXICO,expressed willingness to consider participation,participation in the climate change regime in the context of flexibility,support
2006,620,INDIA,said,several key Annex I countries had failed in their Protocol commitments,other
2006,621,AFRICAN GROUP,expressed disappointment,slow progress on technology transfer,opposition
2006,621,SAUDI ARABIA,expressed disappointment,slow progress on technology transfer,opposition
2006,625,COSTA RICA,said activities to prevent deforestation should be eligible for financial compensation,activities to prevent deforestation eligible for financial compensation,support
2006,627,PHILIPPINES,said the GEF should be more responsive,the GEF should be more responsive,support
2006,638,KENYA,expressing their gratitude to the Government of Kenya,hosting the conference,support
2006,638,KENYA,expressing their gratitude to the Government of Kenya,people of Nairobi for their hospitality,support
2006,643,KENYA,noted,the decision in Nairobi to review the Protocol in 2008,other
2006,643,KENYA,highlighted,the Nairobi Framework on capacity building to assist developing countries on CDM project development,other
2006,658,SOUTH AFRICA,support,Available,support
2006,665,AFRICAN GROUP,were delighted,inclusion of an explicit reference to “financial resources” to assist LDCs,support
2006,684,KENYA,evidenced in repeated calls,long-term certainty regarding responses to climate change,other
2006,690,EUROPEAN UNION,is likely to form the cornerstone,a global scheme,other
2006,696,USA,future commitments,future commitments,other
2006,699,USA,conditions for US involvement seem to be rapidly changing,conditions for US involvement,other
2007,5,SPAIN,has been provided by,Funding for the translation of the Earth Negotiations Bulletin into Spanish,support
2007,90,AUSTRALIA,Available,Australia,other
2007,104,IRAN,was re-elected Chair of SBI,Chair of SBI,other
2007,105,POLAND,offer to host the COP 14 and COP/MOP 4 from 1-12 December 2008,hosting COP 14 and COP/MOP 4 from 1-12 December 2008,support
2007,106,DENMARK,accepting,Denmark’s offer,support
2007,108,POLAND,continue consultations,Host Country Agreements,other
2007,114,JAMAICA,called for,more research on lower stabilization scenarios,support
2007,139,Annex I parties,proposed including reference to emission trends and Annex I policies and measures,reference to emission trends and Annex I policies and measures,support
2007,157,USA,stressed the need for,a new and different mandate,support
2007,157,UMBRELLA GROUP,stressed the need for,a new and different mandate,support
2007,174,G-77/CHINA,proposal from the G-77/China,consider technology transfer under both the SBSTA and SBI agendas,support
2007,180,G-77/CHINA,seeking,a set of indicators to monitor and assess implementation and effectiveness of the technology transfer framework,support
2007,183,USA,proposed,a facility or programme under the GEF,support
2007,226,a number of parties,spoke in favor of,extending the mandate of the LDC Expert Group,support
2007,237,COLOMBIA,as proposed by Colombia,sub-national approaches in addition to national ones,support
2007,237,PAPUA NEW GUINEA,as suggested by Papua New Guinea,references to early action in relation to discussions on the future climate change regime,support
2007,237,JAPAN,opposed by Japan,reference to Annex II parties in a paragraph inviting parties to mobilize resources,opposition
2007,248,GERMANY,reiterates its appreciation,annual voluntary contribution to the core budget of €766,other
2007,264,JAPAN,suggested considering,the matter at COP 16,support
2007,281,NORWAY,briefed,a recent technical workshop in Oslo,other
2007,316,INDIA,notes with appreciation,programmes developed by parties in planning and implementing activities relating to Article 6 in accordance with the New Delhi work programme,other
2007,320,INDIA,adopts,the amended New Delhi work programme,support
2007,323,AUSTRALIA,announced new Prime Minister Kevin Rudd’s intention to ratify,the Kyoto Protocol expeditiously,support
2007,325,EUROPEAN UNION,stressed the need to operationalize,the Adaptation Fund,support
2007,325,EUROPEAN UNION,called for,an inclusive post-2012 negotiation process under the Convention and Protocol,support
2007,333,CHINA,urged,the Executive Board to focus on its supervisory role,support
2007,346,LDCs,abolishes the CDM levy and registration fee for projects in,CDM levy and registration fee for projects in LDCs,support
2007,356,BOLIVIA,called for increasing the limit,48 kt of CO₂/year,support
2007,357,BRAZIL,supported,a maximum of 12 kt of CO₂/year,support
2007,438,JAPAN,supported,a role for the GEF,support
2007,438,EUROPEAN UNION,supported,a role for the GEF,support
2007,439,EUROPEAN UNION,submitted proposals,the entity consist of a governing body,support
2007,455,JAPAN,stated that there was an overlap between this agenda item and the SBSTA item on Protocol Article 2,overlap between this agenda item and the SBSTA item on Protocol Article 2,other
2007,455,EUROPEAN UNION,stated that there was an overlap between this agenda item and the SBSTA item on Protocol Article 2,overlap between this agenda item and the SBSTA item on Protocol Article 2,other
2007,459,SAUDI ARABIA,urged,a contact group discussion,support
2007,459,KUWAIT,urged,a contact group discussion,support
2007,478,EUROPEAN UNION,maintained that any discussion on a legally-binding approach should occur within the context of post- 2012 arrangements and could therefore potentially be considered under the Protocol Article 9 review process,a legally-binding approach,other
2007,491,BELARUS,proposal by BELARUS,to prepare for implementation of amendment of Annex B to the Protocol,support
2007,495,RUSSIA,supported,this course of action,support
2007,495,UKRAINE,supported,this course of action,support
2007,498,BELARUS,proposal,prepare for the implementation of the amendment to Annex B to the Kyoto Protocol prior to its entry into force,support
2007,521,GERMANY,announced plans,cut emissions by 40% by 2020 compared with 1990 levels,support
2007,537,RUSSIA,proposal,voluntary commitments,support
2007,544,EUROPEAN UNION,had accepted,this language,support
2007,548,AUSTRALIA,facilitated,a contact group and informal negotiations,other
2007,548,SOUTH AFRICA,facilitated,a contact group and informal negotiations,other
2007,555,CHINA,called for,parallel but independent processes under the Convention and the Protocol,support
2007,556,USA,supported,a two-track approach,support
2007,556,USA,supported,the formation of a working group,support
2007,562,EUROPEAN UNION,favored,this text,support
2007,568,INDIA,drew the President’s attention to,a paragraph on nationally appropriate mitigation actions by developing country parties in the context of sustainable development,support
2007,572,PAPUA NEW GUINEA,asked the US to “get out of the way”,the US to “get out of the way”,support
2007,574,USA,wanted to go forward as part of a new framework and to be part of the roadmap,a new framework and the roadmap,support
2007,595,AUSTRALIA,expressed support for,the AWG’s previous conclusions,support
2007,600,G-77/CHINA,stressed that the AWG should agree to complete its work in 2009,complete its work in 2009,support
2007,608,CANADA,opposed,it,opposition
2007,608,RUSSIA,opposed,it,opposition
2007,628,RUSSIA,PROPOSAL,This issue (FCCC/KP/CMP/2007/INF,support
2007,629,RUSSIA,to develop procedures for the approval of,voluntary commitments,support
2007,635,CANADA,indicated that parts of the proposal could be considered,parts of the proposal,support
2007,635,AUSTRALIA,Available actors,,other
2007,636,EUROPEAN UNION,supported further consideration of the proposal,the proposal,support
2007,636,BELARUS,supported further consideration of the proposal,the proposal,support
2007,637,INDONESIA,facilitated,informal consultations,other
2007,643,INDONESIA,expressing their gratitude to the Government of Indonesia,hosting the conference,other
2007,643,INDONESIA,expressing their gratitude to the people of Indonesia,hospitality,other
2007,646,EUROPEAN UNION,noted,a busy two years lies ahead,other
2007,672,USA,must continue to provide a means to re-engage,the United States in negotiations on future commitments,support
2007,699,INDIA,aimed to ensure,mitigation actions by developing country parties are supported by technology,support
2007,710,AOSIS,was unable to summon up the support for,a stronger reference,other
2007,718,G-77/CHINA,was seen as one of several positive outcomes for,this meeting,other
2007,727,USA,supported,a reference to “land use”,support
2007,758,HUNGARY,is tentatively scheduled to be held,Budapest,other
2024,6,G-77/CHINA,underlined that provision be,from developed to developing countries,support
2024,6,G-77/CHINA,underlined that,new,support
2024,7,USA,opposed,inclusion of loss and damage,opposition
2024,10,LDCs,detailing,an allocation floor of USD 220 billion per year for the LDCs,support
2024,11,AILAC,suggested,regional allocation floors,support
2024,20,USA,urged acknowledging that the USD 100 billion goal was exceeded in 2022,the USD 100 billion goal was exceeded in 2022,support
2024,40,AOSIS,stressed that it should not overlap with the second Global Stocktake (GST 2),overlap with the second Global Stocktake (GST 2),opposition
2024,40,NORWAY,stressed that it should not overlap with the second Global Stocktake (GST 2),overlap with the second Global Stocktake (GST 2),opposition
2024,44,Several,emphasized,the need to capture high-level messaging on mitigation from the GST,support
2024,48,AFRICAN GROUP,expressed flexibility about,definitions,other
2024,55,AFRICAN GROUP,noted,there is already a decision about the linkage between the mechanism and international registries,other
2024,57,AOSIS,stressed,authorization should be no later than issuance,support
2024,67,CHINA,stressed that the indicators should enable tracking of means of implementation,indicators should enable tracking of means of implementation,support
2024,69,RUSSIA,said both global and local indicators should be voluntary,both global and local indicators should be voluntary,support
2024,71,G-77/CHINA,called for,increasing participation from all developing countries,support
2024,71,G-77/CHINA,called for,strengthening collaboration with organizations from the Global South,support
2024,71,G-77/CHINA,called for,translating the AC’s knowledge materials into all UN languages,support
2024,71,G-77/CHINA,called for,further training and targeted capacity-building initiatives,support
2024,73,SAUDI ARABIA,called on the Committee not to be distracted by new mandates and to provide support to these only if requested,new mandates,opposition
2024,73,SAUDI ARABIA,called on the Committee not to be distracted by new mandates and to provide support to these only if requested,provide support to [new mandates] only if requested,support
2024,77,NORWAY,proposed,a bridging solution,support
2024,89,G-77/CHINA,highlighted their support for,prioritizing adaptation,support
2024,89,AOSIS,highlighted their support for,prioritizing adaptation,support
2024,90,EUROPEAN UNION,called for,a reference to the 1,support
2024,92,LDCs,highlighted the need for,skills-building and prioritizing grant-based funding over loans,support
2024,93,LMDCs,highlighted,the principle of common but differentiated responsibilities,support
2024,93,LMDCs,raised concerns over,finance gaps,opposition
2024,93,LMDCs,raised concerns over,unilateral trade measures,opposition
2024,106,LDCs,lamented,no new National Adaptation Plans (NAPs) had been submitted by LDCs in the past year,other
2024,107,LDCs,called for,more support for preparing NAPs,support
2024,107,LDCs,called for,expediting the NAP preparation process,support
2024,107,LDCs,called for,facilitated access to support,support
2024,107,LDCs,called for,further capacity building for direct access entities,support
2024,109,CHINA,called for highlighting,how developing countries other than LDCs can learn from LDCs’ experiences,support
2024,115,RUSSIA,noted,some terminology,other
2024,117,AFRICAN GROUP,stressed,next steps should focus on implementation,support
2024,118,AOSIS,called for,simplified access to climate finance for grassroots women and organizations,support
2024,127,EUROPEAN UNION,echoed the auditors’ recommendation,the Secretariat to inform and consult parties well in advance on the main elements of future budget cycles,support
2024,132,AZERBAIJAN,denounced,Western media’s “slander campaign” against the host country,opposition
2024,132,AZERBAIJAN,recalled,European countries sought out Azerbaijan’s fossil fuel reserves to support the continent’s energy security in times of crisis,other
