year,sentence_id,actor,predicate,negotiation_point,predicate_type
1997,441,AUSTRALIA,discussed,annex three proposals that were introduced after the initial compilation of amendments was made (US-Norway-Malaysia regarding an intergovernmental process on financial issues; Bangladesh on micro-credit; and Australia on NGO dialogue with the WTO’s Committee on Trade and Environment),other
1997,446,CSD,adopted,a decision on modalities for the full and comprehensive review of the Barbados Programme of Action adopted by the Global Conference on the Sustainable Development of Small Island Developing States,support
1997,452,POLAND,then presented the draft report of CSD-5 (E/CN.,draft report of CSD-5 (E/CN.,other
1997,459,EUROPEAN UNION,supported,Tolba’s anticipated procedure,support
1997,459,EUROPEAN UNION,said,the draft is proceeding in a positive and balanced way,other
1997,461,G-77/CHINA,said,the Chair’s draft contents have been very different from their inputs,support
1997,461,G-77/CHINA,expressed frustration with,the drafting process,opposition
1997,463,INDIA,Available,,other
1997,477,EUROPEAN UNION,Available,Three initiatives,other
1997,484,EUROPEAN UNION,distinguished,UNCED “commitments” and “objectives”,other
1997,497,G-77/CHINA,tried,Available actors,other
1997,524,CANADA,proposed,One method for developing the vital relationship between the CSD’s agenda-setting role and civil society’s contribution to operationalizing sustainable development,support
1997,528,USA,best measured,quantities of frustration at the pace and progress of the negotiations,other
1997,537,USA,THINGS TO LOOK FOR BEFORE UNGASS GEF COUNCIL:,The next GEF Council meeting will take place from 30 April – May 1997 in Washington,other
1997,567,CANADA,will host,this conference in Toronto,support
1997,572,FRANCE,is available,A French version,other
1997,583,GERMANY,will immediately allocate,the completion of decisions of the Berlin Mandate process to a sessional Committee of the Whole,support
1997,588,USA,will be hosted by,this colloquium,other
1997,595,EUROPEAN UNION,will take place,Fourth European Roundtable on Cleaner Production (ERCP 97),other
1997,595,NORWAY,will take place,Fourth European Roundtable on Cleaner Production (ERCP 97),other
1998,7,NETHERLANDS,are,the Sustaining Donors of the Bulletin,other
1998,8,UK,provided by,General Support for the Bulletin during 1998,support
1998,9,GERMANY,provided by,Specific support for ENB coverage of COP-4,support
1998,16,ARGENTINA,was taken above Buenos Aires,Buenos Aires,other
1998,20,ARGENTINA,was held,from 2-13 November 1998 in Buenos Aires,other
1998,33,GERMANY,to establish,an open-ended Ad Hoc Group on the Berlin Mandate (AGBM) to begin a process toward appropriate action for the period beyond 2000,support
1998,49,EUROPEAN UNION,proposal,"a 15% cut in a ""basket"" of three greenhouse gases by the year 2010 compared to 1990 levels",support
1998,68,ARGENTINA,was not one of the countries that has,"""historic responsibilities"" for the climate change problem",opposition
1998,75,NORWAY,were then elected,as officers of the COP,other
1998,75,SAUDI ARABIA,were then elected,as officers of the COP,other
1998,75,GAMBIA,were then elected,as officers of the COP,other
1998,75,GEORGIA,were then elected,as officers of the COP,other
1998,75,DENMARK,were then elected,as officers of the COP,other
1998,77,SAUDI ARABIA,Available,,other
1998,78,MAURITANIA,noted that no objections were raised,the proposed agenda changes,other
1998,80,SAUDI ARABIA,Available,,other
1998,85,INDONESIA,requested,a moment of silence for the recent tragedies,support
1998,96,ARGENTINA,recalled its request,to include this item on the agenda,support
1998,96,ARGENTINA,noted that no consensus had emerged,no consensus had emerged despite its efforts to encourage consultations,other
1998,99,INDIA,recalled,the debate at Kyoto rejected the idea of voluntary commitments,other
1998,100,SAUDI ARABIA,Available,,other
1998,101,BRAZIL,described,the FCCC as an exercise in burden sharing,other
1998,103,IRAN,noted that neither the FCCC nor the Kyoto Protocol provides for voluntary commitments and cautioned that the discussion could lead to the imposition of commitments on developing countries,neither the FCCC nor the Kyoto Protocol provides for voluntary commitments,other
1998,104,CHINA,noted that,developed country emissions were projected to be 5% above 1990 levels by 2000 and 13% above 1990 levels by 2010,other
1998,106,G-77/CHINA,said,voluntary commitments would create a new category of Parties under the FCCC and could destroy the unity of the G-77/China,other
1998,108,QATAR,Available,QATAR,other
1998,109,ZIMBABWE,Available,ZIMBABWE,other
1998,112,COLOMBIA,suggested that,the vulnerability of developing nations,support
1998,113,CHILE,said,several developing countries were making serious efforts to limit GHG emissions and favored an exchange of views on voluntary cooperation,other
1998,114,AUSTRALIA,noted that Annex I countries alone cannot fulfill the goals of the FCCC,Annex I countries alone cannot fulfill the goals of the FCCC,other
1998,114,AUSTRALIA,said it was a sensitive issue that should be discussed in a non-controversial manner,a sensitive issue that should be discussed in a non-controversial manner,support
1998,115,JAPAN,Available,With,other
1998,116,USA,expressed regret that divisions among Parties would prevent delegates from putting all the issues on the table at this session,divisions among Parties would prevent delegates from putting all the issues on the table at this session,other
1998,118,JAPAN,Available,,other
1998,118,CANADA,Available,,other
1998,120,RUSSIA,reminded delegates that within 15 years,within 15 years,other
1998,121,CZECH REPUBLIC,Available,,other
1998,122,POLAND,said,if Parties wanted to adhere to FCCC goals,other
1998,124,AUSTRIA,Available,Available,other
1998,127,ARGENTINA,said no aspect of the FCCC and the Protocol limited its ability to raise the issue of voluntary commitments,no aspect of the FCCC and the Protocol limited its ability to raise the issue of voluntary commitments,support
1998,131,CHINA,cautioned against,the proposed informal consultations,opposition
1998,132,INDIA,observed,the item had been deleted because there was no consensus on further discussion,other
1998,132,SAUDI ARABIA,observed,the item had been deleted because there was no consensus on further discussion,other
1998,135,SBSTA,considered,land use change and forestry; impact of single projects on emissions; research and systematic observations; methodological issues; scientific and methodological aspects of the proposal by Brazil; development and transfer of technology; and other matters,other
1998,143,BRAZIL,noted,this issue alone could undermine the Kyoto Protocol if the COP takes a wrong decision on how to account for the influence of forestry on GHG concentrations,other
1998,144,NORWAY,said,the workshop revealed that credits for carbon sinks under Protocol Article 3,other
1998,146,CANADA,highlighted,the capacity of soils to sequester carbon and the opportunity this presented to farmers in pursuing sustainable land management practices,support
1998,148,USA,underscored the ancillary benefits of sequestration activities and said excluding these would violate the Convention,ancillary benefits of sequestration activities,support
1998,149,JAPAN,submitted,two papers relating to Article 3,support
1998,154,RUSSIA,request,the request,support
1998,159,ICELAND,said,this was necessary in small economies because of the high proportional impact of single projects,support
1998,160,MARSHALL ISLANDS,Available actors,The MARSHALL ISLANDS,other
1998,162,AUSTRALIA,recognized the impact of single projects on small economies and supported,establishing guidelines and methodologies to specify circumstances under which single projects could be accommodated,support
