year,paragraph_id,actor,predicate,negotiation_point,predicate_type
1997,386,G-77/CHINA,called for fulfillment,all commitments in Chapter 34 of Agenda 21,support
1997,387,G-77/CHINA,said,the market approach cannot be relied on to assure that such technologies will become widely available,opposition
1997,388,G-77/CHINA,added a proposal,the creation of centers for transfer of technology at various levels,support
1997,389,NORWAY,proposal calling for support to cleaner production programmes in public and private companies,cleaner production programmes in public and private companies,support
1997,392,USA,proposal calling on both developed and developing countries to strengthen efforts for sharing environmental expertise and data,strengthening efforts for sharing environmental expertise and data,support
1997,394,CANADA,call for,full and equal participation of girls and women,support
1997,398,G-77/CHINA,was not prepared to discuss,the compilation text,opposition
1997,399,MEXICAN,calls for,progressive development and codification of international law on sustainable development,support
1997,400,EUROPEAN UNION,calls for,judicial and administrative channels to seek redress from decisions that are socially and environmentally harmful or violate human rights,support
1997,403,G-77/CHINA,was not prepared to discuss,the compilation text,opposition
1997,404,CANADA,calls for,gender-disaggregated data,support
1997,404,CANADA,calls for,peer reviews,support
1997,404,JAPAN,calls for,collaboration on high-tech info-communications infrastructure,support
1997,404,NORWAY,calls for,environmental impact assessments,support
1997,436,EUROPEAN UNION,said,timing of major group dialogues,opposition
1997,436,EUROPEAN UNION,suggested,future major group dialogues address the CSD’s thematic issue at an earlier stage,support
1997,441,USA,introduced,an intergovernmental process on financial issues,support
1997,441,NORWAY,introduced,an intergovernmental process on financial issues,support
1997,441,MALAYSIA,introduced,an intergovernmental process on financial issues,support
1997,441,BANGLADESH,introduced,micro-credit,support
1997,441,AUSTRALIA,introduced,NGO dialogue with the WTO’s Committee on Trade and Environment,support
1997,446,CSD,adopted a decision on modalities for the full and comprehensive review of the Barbados Programme of Action adopted by the Global Conference on the Sustainable Development of Small Island Developing States,modalities for the full and comprehensive review of the Barbados Programme of Action,support
1997,452,POLAND,then presented the draft report of CSD-5 (E/CN.,draft report of CSD-5 (E/CN.,other
1997,459,EUROPEAN UNION,supported Tolba’s anticipated procedure,Tolba’s anticipated procedure,support
1997,459,EUROPEAN UNION,said the draft is proceeding in a positive and balanced way,the draft proceeding in a positive and balanced way,support
1997,461,G-77/CHINA,said the Chair’s draft contents have been very different from their inputs and expressed frustration with the drafting process,Chair’s draft contents,opposition
1997,463,INDIA,Available,,other
1997,477,EUROPEAN UNION,Three initiatives,Available,other
1997,484,EUROPEAN UNION,distinguished between,UNCED “commitments” and “objectives”,other
1997,497,G-77/CHINA,tried,,other
1997,524,CANADA,proposed,a group of Canadian NGOs,other
1997,565,ZIMBABWE,will host,the CITES Conference of the Parties from 9-20 June 1997 in Harare,support
1997,567,CANADA,will host,KNOWLEDGE FOR DEVELOPMENT CONFERENCE,support
1997,583,GERMANY,will immediately allocate the completion of decisions of the Berlin Mandate process to a sessional Committee of the Whole,completion of decisions of the Berlin Mandate process,support
1997,595,NORWAY,will take place in Oslo,Fourth European Roundtable on Cleaner Production (ERCP 97),other
1997,595,EUROPEAN UNION,will take place in Oslo,Fourth European Roundtable on Cleaner Production (ERCP 97),other
1998,6,Mongi Gadhoum,French translation by,Mongi,other
1998,7,NETHERLANDS,are,Sustaining Donors of the Bulletin,other
1998,8,UK,General Support for the Bulletin during 1998 is provided by,the Bulletin during 1998,support
1998,9,GERMANY,provided,ENB coverage of COP-4,support
1998,49,EUROPEAN UNION,proposal,a 15% cut in a 'basket' of three greenhouse gases by the year 2010 compared to 1990 levels,support
1998,68,ARGENTINA,was not one of the countries that has,"""historic responsibilities"" for the climate change problem",opposition
1998,75,GAMBIA,were then elected as officers of the COP,officers of the COP,other
1998,75,SAUDI ARABIA,were then elected as officers of the COP,officers of the COP,other
1998,75,GEORGIA,were then elected as officers of the COP,officers of the COP,other
1998,75,NORWAY,were then elected as officers of the COP,officers of the COP,other
1998,75,DENMARK,were then elected as officers of the COP,officers of the COP,other
1998,78,MAURITANIA,noted that no objections were raised,proposed agenda changes,other
1998,85,INDONESIA,requested,a moment of silence for the recent tragedies,support
1998,96,ARGENTINA,recalled its request to include this item on the agenda,this item,support
1998,96,ARGENTINA,noted that no consensus had emerged despite its efforts to encourage consultations,consensus on this item,other
1998,99,INDIA,recalled,the debate at Kyoto rejected the idea of voluntary commitments,other
1998,101,BRAZIL,described the FCCC as an exercise in burden sharing,FCCC,other
1998,103,IRAN,noted that neither the FCCC nor the Kyoto Protocol provides for voluntary commitments and cautioned that the discussion could lead to the imposition of commitments on developing countries,voluntary commitments,other
1998,104,CHINA,noted that developed country emissions were projected to be 5% above 1990 levels by 2000 and 13% above 1990 levels by 2010,developed country emissions were projected to be 5% above 1990 levels by 2000 and 13% above 1990 levels by 2010,other
1998,106,G-77/CHINA,could destroy the unity of,a new category of Parties under the FCCC,opposition
1998,108,QATAR,Available,,other
1998,112,COLOMBIA,suggested that the vulnerability of developing nations,the vulnerability of developing nations,support
1998,113,CHILE,said,several developing countries were making serious efforts to limit GHG emissions,other
1998,113,CHILE,favored,an exchange of views on voluntary cooperation,support
1998,114,AUSTRALIA,noted that Annex I countries alone cannot fulfill the goals of the FCCC,Annex I countries alone fulfilling the goals of the FCCC,other
1998,114,AUSTRALIA,said it was a sensitive issue that should be discussed in a non-controversial manner,discussing the issue in a non-controversial manner,other
1998,115,JAPAN,With,,other
1998,116,USA,expressed regret that divisions among Parties would prevent delegates from putting all the issues on the table at this session,divisions among Parties preventing delegates from putting all the issues on the table at this session,other
1998,118,JAPAN,,,other
1998,118,CANADA,,,other
1998,122,POLAND,said,if Parties wanted to adhere to FCCC goals,other
1998,124,AUSTRIA,Available,,other
1998,127,ARGENTINA,said no aspect of the FCCC and the Protocol limited its ability to raise the issue of voluntary commitments,the issue of voluntary commitments,other
